txn_id,date,amount,counterparty,payment_method,reference_number,status
L00038,2026-07-25,4735.02,TIWARI GROUP,NETBANKING,pay_IPSBJqLbiZ6oDY,captured
L00215,2026-07-25,13750.14,"SHAH, WASON AND BIR",CARD,pay_46B0vcWtVcVOK6,captured
L00309,2026-07-25,2903.47,RAMESH GROUP,CARD,pay_t8AXcHyZWRQmv2,captured
L00317,2026-07-25,631.84,KRISHNAMURTHY-VIG,CARD,pay_S3vY6FyWystx4C,captured
L00213,2026-07-26,4695.08,NADIG-KARA,WALLET,pay_GumexihPk4TJFj,captured
L00249,2026-07-26,20997.11,BADAMI-BARAL,NETBANKING,pay_qxaV9A0vjH5AgE,captured
L00334,2026-07-26,20068.73,MITTAL GROUP,NEFT,pay_ZYbL15eJUmdeUx,captured
L00342,2026-07-26,10725.24,"DHAWAN, DUGAL AND WARRIOR",NETBANKING,pay_3G7FooKLYWV6HT,captured
L00075,2026-07-27,19710.24,"CHOKSHI, KONDA AND KARA",IMPS,pay_7Pi8uwSbvITH3A,captured
L00099,2026-07-27,3792.85,GILL LLC,NEFT,pay_248NzEzlaebzZc,captured
L00129,2026-07-27,8570.06,"SUNDER, REGE AND TRIPATHI",UPI,pay_f3Yc6vB2U3vQnb,captured
L00152,2026-07-27,4887.85,THAKUR-BRAR,UPI,pay_qTgiZZomNHHrXU,captured
L00187,2026-07-27,25773.78,DHAWAN LLC,NEFT,pay_ZVQXJGPdLdt4EG,captured
L00207,2026-07-27,23698.94,JOHAL-NAGAR,NEFT,pay_FlfKCUcPR7OI9J,captured
L00209,2026-07-27,5240.72,"CHOPRA, MANI AND BATH",NEFT,pay_sTjiSzTmIHZ9Aq,captured
L00212,2026-07-27,22862.07,BHARGAVA-TANK,NETBANKING,pay_JkJmv1H07z7M0i,captured
L00265,2026-07-27,4396.97,"PADMANABHAN, PANT AND SASTRY",IMPS,pay_ngRJ1xFMNZcYGh,captured
L00295,2026-07-27,11837.27,TATA-SINGH,WALLET,pay_JakQuH2Rmu2nIG,captured
L00306,2026-07-27,6093.62,"BALAY, KRISHNAN AND BORA",NEFT,pay_6yKELPvLt3WTUN,captured
L00376,2026-07-27,1083.7,SACHDEV PLC,CARD,pay_T3LTPiJH9FIgsd,captured
L00402,2026-07-27,2916.59,BHAT-RAO,IMPS,pay_3CDNiIRNvjrAxb,captured
L00415,2026-07-27,25789.51,IYENGAR-OM,WALLET,pay_dzI4n9ZQW7A2Pr,captured
L00037,2026-07-28,9675.81,SAMI PLC,UPI,pay_PYbolZtenA1h56,captured
L00043,2026-07-28,3395.88,BAWA PLC,UPI,pay_0YLY77k4O1aLaf,captured
L00064,2026-07-28,2393.75,"TANK, BARMAN AND NARULA",CARD,pay_bDP3Xp0fYnijIe,captured
L00205,2026-07-28,3372.49,JOHAL-NAGAR,NEFT,pay_DuoZLq2tz2IDet,captured
L00206,2026-07-28,2400.94,JOHAL-NAGAR,UPI,pay_fPMTgU84v3mQDd,captured
L00234,2026-07-28,6858.07,"NANDA, SWAMINATHAN AND KORPAL",CARD,pay_ke7JPFOotXyllY,captured
L00297,2026-07-28,12448.32,"BAL, CHAWLA AND VALA",WALLET,pay_7G0CsS0k9GZRsR,captured
L00319,2026-07-28,19249.23,RANA-PRABHAKAR,UPI,pay_9pEjLwiGORhXjE,captured
L00380,2026-07-28,2091.1,"SURESH, DUGAL AND ANAND",IMPS,pay_wi4wAhGOfCcbF7,captured
L00031,2026-07-29,2956.51,BAJWA LTD,NEFT,pay_sfnDY81h4BGg4W,captured
L00066,2026-07-29,15164.79,DHAR LLC,CARD,pay_8g9h7o5QL0G4oN,captured
L00225,2026-07-29,18656.54,"ARORA, SRIDHAR AND AGARWAL",CARD,pay_FfAlhTnUrfwtTi,captured
L00246,2026-07-29,2138.58,GOLE INC,NEFT,pay_gY2IGPTETP3MBK,captured
L00284,2026-07-29,12754.81,GHOSH LTD,WALLET,pay_RBej6qDovRAx0f,captured
L00285,2026-07-29,2606.56,BASSI-KOTHARI,CARD,pay_ZDW2yTyw71y0zv,captured
L00448,2026-07-29,26322.79,DHALIWAL-VENKATARAMAN,UPI,pay_mbXzo7mEYvNivQ,captured
L00011,2026-07-30,10898.27,"KAUR, SEHGAL AND BHAT",CARD,pay_s03YVbAisMXB3S,captured
L00078,2026-07-30,4659.11,DHILLON-WALLA,NEFT,pay_jcweicxBMPQ7Lv,captured
L00103,2026-07-30,5296.18,SIDHU AND SONS,NETBANKING,pay_AOoTyNl0Pd5AXt,captured
L00109,2026-07-30,72821.52,"PARMAR, KALE AND PAU",CARD,pay_qpMM43RKrPmwLA,captured
L00113,2026-07-30,7562.72,"MURTHY, CHAR AND KARA",UPI,pay_UCKoQvdqLACLSL,captured
L00250,2026-07-30,467.89,REDDY LLC,CARD,pay_tOjtWPOnxOySnS,captured
L00258,2026-07-30,12826.6,"BAIL, WASON AND SACHDEVA",NEFT,pay_ZxE7aCwyJdZm6U,captured
L00296,2026-07-30,6151.41,"SURESH, BAWA AND RAJAGOPAL",UPI,pay_7XgOFgMpdvTcf3,captured
L00354,2026-07-30,2400.36,"BHALLA, SHAN AND HEGDE",NETBANKING,pay_1XnXzVROGyZ9Vn,captured
L00389,2026-07-30,2002.74,ARORA-AHLUWALIA,WALLET,pay_ylKgSHShOYngDV,initiated
L00455,2026-07-30,42088.97,ANNE-PATHAK,NEFT,pay_eze4zPC8N3xu3c,captured
L00008,2026-07-31,8021.39,TIWARI AND SONS,NEFT,pay_J1n7EwpfLrx0C0,captured
L00027,2026-07-31,3037.36,"KALITA, WADHWA AND RAJA",CARD,pay_HNjEae7BiTUKag,captured
L00087,2026-07-31,4148.22,"SEKHON, BAJAJ AND NORI",UPI,pay_9qPZfL90M78ZNj,captured
L00110,2026-07-31,3296.21,AGRAWAL-LAL,IMPS,pay_4rsFfRttNSZaFk,captured
L00114,2026-07-31,7564.72,"MURTHY, CHAR AND KARA",UPI,pay_UCKoQvdqEn73jk,captured
L00158,2026-07-31,10216.6,"PANDYA, SACHDEV AND EDWIN",NEFT,pay_jzENmNklZUDPm1,captured
L00184,2026-07-31,2027.13,VERMA-NARAYANAN,NEFT,pay_lGo8JUpTKW26PR,captured
L00194,2026-07-31,16393.09,"SHETH, BADAMI AND MADAN",IMPS,pay_PiBZhqhkqldU01,captured
L00224,2026-07-31,13115.5,CHAUDHARI-BASAK,UPI,pay_JebtnYqE8HLS4U,captured
L00230,2026-07-31,814.2,SUNDARAM-ANNE,NEFT,pay_lth0yV9RaLpp6t,captured
L00251,2026-07-31,467.89,REDDY LLC,CARD,pay_tOjtWPOnxOySnS,captured
L00327,2026-07-31,31500.38,SAMI GROUP,NEFT,pay_b41KzxMsTNKfva,captured
L00328,2026-07-31,3404.38,KIBE GROUP,NETBANKING,pay_dLznFDx59bGdJp,captured
L00339,2026-07-31,2567.31,KIBE-DASGUPTA,CARD,pay_2qaZefHtwkUr1L,captured
L00393,2026-07-31,21206.01,BANIK INC,CARD,pay_LDkTWA1vIWXUQC,captured
L00439,2026-07-31,3353.03,CHANA-DUTT,WALLET,pay_1XnbldSkXSrNLY,captured
L00447,2026-07-31,1035.75,"SUNDARAM, SANKAR AND KHOSLA",UPI,pay_fKI7t7ItbEmwXl,captured
L00004,2026-08-01,8037.43,GOYAL-VARMA,CARD,pay_TiZa9xRtpTX9he,captured
L00017,2026-08-01,3477.17,"SUNDARAM, LOYAL AND SASTRY",NEFT,pay_6swOuNVnpSjzkd,captured
L00058,2026-08-01,355.43,CHAUDHURI-CHOUDHRY,WALLET,pay_2Jha1vba6BMS4X,captured
L00089,2026-08-01,16567.95,PILLAY GROUP,WALLET,pay_xTyMJYF0ODvMmk,captured
L00104,2026-08-01,-5296.18,SIDHU AND SONS,NETBANKING,pay_AOoTyNl0Pd5AXt-RFD,refunded
L00122,2026-08-01,1862.68,"SAMRA, KAUR AND SETTY",NETBANKING,pay_kSu3bx04GjCzwN,captured
L00135,2026-08-01,2173.46,CHAUDHARI LTD,IMPS,pay_Xv4syT3GoSqobn,captured
L00155,2026-08-01,1208.81,PADMANABHAN LLC,NEFT,pay_hibPvFXjKwFakS,captured
L00190,2026-08-01,5693.52,TAILOR INC,UPI,pay_c2W60qwsfWdAXt,captured
L00253,2026-08-01,4315.27,MUNI PLC,CARD,pay_pksu8KaGetUwge,captured
L00254,2026-08-01,4315.27,MUNI PLC,CARD,pay_pksu8KaGetUwge,captured
L00355,2026-08-01,4583.06,SETHI-RAMAN,NEFT,pay_ZRebPf8OGhZ54w,captured
L00363,2026-08-01,65299.52,RAJAN-GILL,UPI,pay_igMejuRHDrRVhS,captured
L00367,2026-08-01,13134.3,MUKHOPADHYAY AND SONS,IMPS,pay_iuAMFVwUM9AaFb,captured
L00420,2026-08-01,7663.28,LALLA PLC,CARD,pay_HFwQWHZNB1bzqY,captured
L00430,2026-08-01,2253.14,GOLE GROUP,IMPS,pay_wQ2KvMuNrNUA3h,captured
L00055,2026-08-02,526.64,IYENGAR-GARDE,WALLET,pay_y6QfWA1q3a3KJN,captured
L00083,2026-08-02,1527.25,LOYAL-JAYARAMAN,NETBANKING,pay_2KGsO05TCaFjpN,captured
L00130,2026-08-02,1211.96,BHARGAVA-PAREKH,UPI,pay_yUo0eJWELHx4gp,captured
L00281,2026-08-02,6037.47,"KARI, CHAUDHRY AND DOCTOR",IMPS,pay_IbvQ2icTvEZ9BJ,captured
L00098,2026-08-03,2349.19,"DATTA, DYAL AND CHAND",CARD,pay_0lqBLWDxdY1ybR,captured
L00131,2026-08-03,1209.96,BHARGAVA-PAREKH,UPI,pay_yUo0eJWExHEgA7,captured
L00243,2026-08-03,16014.6,NARAIN LTD,UPI,pay_UiZrYjwgY7nqxk,captured
L00274,2026-08-03,7637.25,ATWAL AND SONS,NEFT,pay_9FLPCsnfOoWmNn,captured
L00286,2026-08-03,987.2,NAYAR-PILLAY,UPI,pay_yWh1MwVzOukQII,captured
L00365,2026-08-03,2349.37,SACHAR GROUP,NEFT,pay_DUWG9VucEg3eu0,captured
L00366,2026-08-03,5143.94,JOHAL INC,WALLET,pay_FmLfO287OcxBXj,captured
L00386,2026-08-03,2381.87,PALL-GARA,NEFT,pay_p3uCyuVFMKv3JB,captured
L00387,2026-08-03,2472.27,PALL-GARA,UPI,pay_VWktj2NeyMiEEl,captured
L00388,2026-08-03,7736.71,PALL-GARA,CARD,pay_KsiyfMzp5qMbM6,captured
L00021,2026-08-04,2649.78,PUROHIT GROUP,CARD,pay_adPnJeCtekPjtD,captured
L00022,2026-08-04,3872.72,PUROHIT GROUP,CARD,pay_Mwg7F2UtykSTll,captured
L00062,2026-08-04,1127.26,SANDAL-GOUR,CARD,pay_4g1fSFX3oF1omY,captured
L00090,2026-08-04,9721.31,BERA-MUTTI,NETBANKING,pay_LFfRe7NhQYB1DQ,captured
L00148,2026-08-04,684.42,BIR-KOTHARI,UPI,pay_fV53roBFovUWU8,captured
L00159,2026-08-04,3365.04,BAJAJ-CHAUDHRY,IMPS,pay_JG2msjdUKDOC6k,captured
L00177,2026-08-04,23176.9,KANDA-DADA,IMPS,pay_Ju9asbbaljXSns,captured
L00280,2026-08-04,22643.4,DUGAR-ROY,UPI,pay_pEVkTur9x8401r,captured
L00287,2026-08-04,985.7,NAYAR-PILLAY,UPI,pay_yWh1MwVzVP8z1Y,captured
L00294,2026-08-04,2783.76,"NARASIMHAN, LAD AND SEHGAL",UPI,pay_PLON676RRMTmAi,captured
L00338,2026-08-04,5653.91,BAWA-RAJAGOPAL,WALLET,pay_rYwtpw2nxJSxD0,captured
L00449,2026-08-04,3849.35,SANDAL-SAINI,WALLET,pay_eeJCFPiy4Uputf,captured
L00149,2026-08-05,686.42,BIR-KOTHARI,UPI,pay_fV53roBFA7QdWU,captured
L00151,2026-08-05,7587.66,LAL-VYAS,NEFT,pay_odWm7SMp6AjsRy,captured
L00195,2026-08-05,-16393.09,"SHETH, BADAMI AND MADAN",IMPS,pay_PiBZhqhkqldU01-RFD,refunded
L00279,2026-08-05,20498.18,YADAV LLC,CARD,pay_doCkjqnvdNbETV,captured
L00290,2026-08-05,32487.68,SINHA-MORAR,NEFT,pay_97cCRQC9bHRf1K,captured
L00350,2026-08-05,2050.49,MODI LTD,CARD,pay_jyTJICuFEOoAYi,captured
L00410,2026-08-05,15579.62,SETH-SHETTY,IMPS,pay_3P5kElJUaJqjaA,captured
L00418,2026-08-05,12162.3,"GABA, MANGAT AND KAR",IMPS,pay_nvVtX2yHzqpPH5,captured
L00432,2026-08-05,1215.21,SEN-TIWARI,NETBANKING,pay_CMEeqnmnT9wj9U,captured
L00044,2026-08-06,8937.77,DAYAL-JOHAL,WALLET,pay_eErG8mvmuncBNG,captured
L00057,2026-08-06,10465.32,RAU-DESHMUKH,WALLET,pay_p4HVW7QbdBnzMd,captured
L00070,2026-08-06,474.66,MAJUMDAR LTD,NETBANKING,pay_rYXi9XJO280w1X,captured
L00157,2026-08-06,777.97,PARSA AND SONS,NEFT,pay_TqJb5OC3Gc1ckR,captured
L00181,2026-08-06,32552.11,HALDER LLC,WALLET,pay_5317LpX2W1ycQa,captured
L00208,2026-08-06,2155.69,REGE-SEKHON,WALLET,pay_IdEdEffVpkFqjX,captured
L00270,2026-08-06,2958.11,"THAKKAR, RAJAGOPALAN AND WABLE",WALLET,pay_ABMOCqK2db3lhY,captured
L00298,2026-08-06,3522.33,PARSA-DORA,UPI,pay_VEetVM1lcMEtAF,captured
L00405,2026-08-06,11146.06,CHOWDHURY-KALE,WALLET,pay_DiLlP2mwkW6VKz,captured
L00431,2026-08-06,36649.74,MITTER-SAMI,CARD,pay_2mSse3gUcI7o2M,captured
L00446,2026-08-06,8431.12,PATLA-RANA,UPI,pay_OLPdWPYEb7QAXb,captured
L00009,2026-08-07,17310.21,NAYAR INC,NETBANKING,pay_H3p9zB9c2itVRH,captured
L00060,2026-08-07,5710.77,BHASIN-MOHANTY,UPI,pay_65cWhB3COYTF9D,captured
L00106,2026-08-07,907.34,BHATT-VOHRA,NETBANKING,pay_u0He3ceiJL4Bny,captured
L00336,2026-08-07,5084.43,BAINS-DHAR,NEFT,pay_mRxgDjsTA8HneG,captured
L00061,2026-08-08,5712.27,BHASIN-MOHANTY,UPI,pay_65cWhB3CF0UXDR,captured
L00143,2026-08-08,3029.15,AGRAWAL-CHAD,IMPS,pay_2ieKKCGLhPQsgA,captured
L00261,2026-08-08,3091.46,LUTHRA-GARA,NETBANKING,pay_tdrO44SJ8X80lp,captured
L00264,2026-08-08,11147.79,SARNA AND SONS,WALLET,pay_MGGTlx1Gbfh0WP,captured
L00272,2026-08-08,14300.44,"HANS, BHARDWAJ AND GOPAL",UPI,pay_XvRbQdgY3GRmPT,captured
L00283,2026-08-08,2239.31,"DUTTA, NADIG AND HANDA",NEFT,pay_1IZwk3MeDrQtyB,captured
L00303,2026-08-08,6330.87,DIXIT AND SONS,WALLET,pay_kBXRpKVufKA81q,captured
L00304,2026-08-08,11235.82,WASON INC,CARD,pay_SI2UCASK7kf804,captured
L00428,2026-08-08,4535.44,MITRA AND SONS,UPI,pay_r2ARfVYaWTaB8l,captured
L00101,2026-08-09,3379.99,"SULE, SRINIVASAN AND CHAWLA",NEFT,pay_gcGiKVO48Ppkl7,captured
L00166,2026-08-09,9359.1,ZACHARIA-OZA,IMPS,pay_XCUNELYOAdNYq5,captured
L00185,2026-08-09,5068.59,"KANT, DESAI AND BASAK",NETBANKING,pay_6fW4qiHiswBZpS,captured
L00196,2026-08-09,4143.39,MISHRA-VARTY,NETBANKING,pay_dn3LjMFbrqqrmf,captured
L00201,2026-08-09,4839.2,NARULA-BATH,WALLET,pay_zymja7DWh8YInT,captured
L00241,2026-08-09,249.0,NANDA AND SONS,CARD,pay_cXyhxIPO0IYa52,captured
L00268,2026-08-09,1248.41,CHATTERJEE-WALI,UPI,pay_dx3AyQ0RBs8D9t,captured
L00329,2026-08-09,89727.29,RAU-SONI,UPI,pay_YeUFu7expUJW0u,captured
L00331,2026-08-09,2785.18,"DARA, DESHPANDE AND KAPADIA",WALLET,pay_PIwMJU9pmUMZpE,captured
L00359,2026-08-09,52583.04,SANT-RATTAN,WALLET,pay_gVfi7loUobvPn2,captured
L00419,2026-08-09,9704.07,"VENKATARAMAN, PANDEY AND MITTER",WALLET,pay_RWmJiXoSNAtAN2,captured
L00429,2026-08-09,4533.94,MITRA AND SONS,UPI,pay_r2ARfVYahKkZxv,captured
L00019,2026-08-10,9325.37,GANESAN LLC,CARD,pay_Z8GCg6vo0t6AeA,captured
L00026,2026-08-10,16506.49,KOTHARI LLC,NEFT,pay_2nkgI4IDAyzK2A,captured
L00051,2026-08-10,9575.92,"GREWAL, DEOL AND DEVI",WALLET,pay_14sNcn0c57dcZI,captured
L00123,2026-08-10,3459.96,DAVE LLC,NETBANKING,pay_Be2hgQJJKQSmww,captured
L00144,2026-08-10,-3029.15,AGRAWAL-CHAD,IMPS,pay_2ieKKCGLhPQsgA-RFD,refunded
L00153,2026-08-10,59713.22,SRIVASTAVA-KAPOOR,IMPS,pay_Pd3IlPaNlDi9vI,captured
L00219,2026-08-10,4253.25,DASH PLC,CARD,pay_0WHc9bcaUwznkX,captured
L00220,2026-08-10,2480.49,DASH PLC,IMPS,pay_DqyTy4xdMVjLoj,captured
L00221,2026-08-10,16612.47,DASH PLC,IMPS,pay_xShhD0F4zNWIQ7,captured
L00222,2026-08-10,3831.72,DASH PLC,IMPS,pay_1yaSP0DKH6Eypo,captured
L00256,2026-08-10,4804.43,VARUGHESE-DASH,UPI,pay_GUYtiZUl3dvsvh,captured
L00316,2026-08-10,13541.74,CHAUDHRY LTD,NETBANKING,pay_FjTro5AA5WTqZZ,captured
L00330,2026-08-10,3146.73,"ANDRA, WADHWA AND BORRA",NETBANKING,pay_eSymNwZFYGvxzq,captured
L00332,2026-08-10,9343.21,BHALLA-SUR,IMPS,pay_lQJxvIJjown10w,captured
L00333,2026-08-10,9343.21,BHALLA-SUR,IMPS,pay_lQJxvIJjown10w,captured
L00358,2026-08-10,9468.54,VYAS-HARI,CARD,pay_vSbrk6qwKYPBQG,captured
L00002,2026-08-11,12983.01,"RAMAKRISHNAN, RAGHAVAN AND NAGI",UPI,pay_2K77r9rfap6vgy,captured
L00013,2026-08-11,3655.7,GANGULY-VARUGHESE,UPI,pay_8f0Dy7uITozeQt,captured
L00091,2026-08-11,5255.75,PRADHAN-TANK,NEFT,pay_timB6Yq21HmEat,captured
L00128,2026-08-11,7402.69,GANESH LTD,WALLET,pay_iQ4C9yRmWPlAF4,captured
L00132,2026-08-11,1564.22,"CHOPRA, DESHPANDE AND PERI",NEFT,pay_fQiBlRakd2psuM,captured
L00238,2026-08-11,7132.9,BARAD-SOOD,IMPS,pay_9pKH2FQiEX8VDG,captured
L00257,2026-08-11,4806.43,VARUGHESE-DASH,UPI,pay_GUYtiZUlrjYjFJ,captured
L00315,2026-08-11,2046.94,CHAUDHRY LTD,WALLET,pay_Va1OrKY3lK3XSn,captured
L00395,2026-08-11,3674.77,CHEEMA AND SONS,NETBANKING,pay_GWEdld0TlPbVqN,captured
L00417,2026-08-11,1670.66,TATA PLC,CARD,pay_u2duqiSMv8Yxac,captured
L00003,2026-08-12,12984.51,"RAMAKRISHNAN, RAGHAVAN AND NAGI",UPI,pay_2K77r9rfQlzDWm,captured
L00014,2026-08-12,7352.24,PAREKH-RAMESH,IMPS,pay_BR7d1yTqhbeBXG,captured
L00025,2026-08-12,4106.32,"SEKHON, SACHDEVA AND SAMA",IMPS,pay_Gii4mdEmy0dxig,captured
L00174,2026-08-12,31392.34,ACHARYA INC,NETBANKING,pay_USp3NglOO4AfXc,captured
L00175,2026-08-12,31392.34,ACHARYA INC,NETBANKING,pay_USp3NglOO4AfXc,captured
L00052,2026-08-13,1557.29,"BORA, DUBE AND BOSE",UPI,pay_sF0k4ga4M6lVxL,captured
L00063,2026-08-13,5801.95,DAYAL-BADAMI,IMPS,pay_HcvDVhx2T7SaLJ,captured
L00231,2026-08-13,1879.56,GULATI-BAIL,WALLET,pay_uOBMyAognLy03u,captured
L00278,2026-08-13,3158.77,"BORRA, SABHARWAL AND SINGH",WALLET,pay_rvJjnsMdpyLEmr,captured
L00392,2026-08-13,3665.67,SAHOTA-NORI,WALLET,pay_MyxpQHo1lVSQjy,captured
L00444,2026-08-13,1338.73,LALLA-SAMRA,NEFT,pay_mo6nLRIrRbulb6,captured
L00032,2026-08-14,14180.91,"SANGHVI, JAYARAMAN AND KRISHNAN",CARD,pay_chyU2yHiKSVImJ,captured
L00033,2026-08-14,14180.91,"SANGHVI, JAYARAMAN AND KRISHNAN",CARD,pay_chyU2yHiKSVImJ,captured
L00039,2026-08-14,26870.4,"CHOUDHURY, SUNDARAM AND KAPADIA",UPI,pay_hDcpJJ4ibiibwO,captured
L00053,2026-08-14,2316.08,"PRAKASH, CHAUDHURI AND BAL",WALLET,pay_20ohrWTGQ3mMvY,captured
L00247,2026-08-14,2368.37,"SWAMINATHAN, BOSE AND PAU",CARD,pay_CamtSWyBw4vDZX,captured
L00273,2026-08-14,2448.07,"TIWARI, DEVI AND DESAI",CARD,pay_v5QI8KaIm81pdG,captured
L00291,2026-08-14,1456.22,"KOSHY, VIRK AND NAZARETH",NETBANKING,pay_dpJPKK9a4Oe1kO,captured
L00313,2026-08-14,23191.07,"PAI, BRAHMBHATT AND BRAHMBHATT",IMPS,pay_OMyN6g0jfTAhmx,captured
L00035,2026-08-15,1246.4,"SANGHA, SUR AND KALLA",NETBANKING,pay_ZiqwVoZ1mXBCGm,captured
L00167,2026-08-15,1599.14,DAS-KRISHNA,NETBANKING,pay_UzqScEOgLSOdpu,captured
L00260,2026-08-15,4380.7,"MITTAL, MALLICK AND DAYAL",UPI,pay_s7NbLGxN767YiR,captured
L00262,2026-08-15,-3091.46,LUTHRA-GARA,NETBANKING,pay_tdrO44SJ8X80lp-RFD,refunded
L00438,2026-08-15,465.35,KAUL-RATTI,NETBANKING,pay_F6pc48WAxcnvrE,captured
L00453,2026-08-15,1350.32,"DHAWAN, KASHYAP AND SARKAR",CARD,pay_Ip5TZvfTxqneVK,captured
L00034,2026-08-16,809.97,"SANGHA, SUR AND KALLA",NEFT,pay_w1QpQUo11cw7pt,captured
