txn_id,date,amount,counterparty,payment_method,reference_number,status
L00283,2026-07-25,3699.12,SARMA GROUP,UPI,pay_6hiIICGSwzQ4sY,captured
L00312,2026-07-25,899.29,UPPAL INC,UPI,pay_USAk74o8ktmAtg,captured
L00336,2026-07-25,4750.02,KANNAN AND SONS,WALLET,pay_L81eCkzqxSNtcD,captured
L00069,2026-07-26,16290.57,NAZARETH INC,WALLET,pay_3WkdpCbjF4IJEO,captured
L00076,2026-07-26,2638.17,LAL-DESAI,UPI,pay_iwakfdf5yIZb1a,captured
L00140,2026-07-26,7870.61,"PINGLE, NAZARETH AND SHAH",WALLET,pay_TnyAJaWKVjGnRd,captured
L00170,2026-07-26,13656.24,RAMANATHAN-LOKE,UPI,pay_Kv5LaeXEmVgi3T,captured
L00299,2026-07-26,16691.24,BEHL-BORA,CARD,pay_05NaMMsN1PhPOy,captured
L00314,2026-07-26,-14592.35,SANI AND SONS,CARD,pay_SAVdwmhHKYjW8t-RFD,refunded
L00354,2026-07-26,12164.55,"MITAL, NADKARNI AND BHATTACHARYYA",CARD,pay_Frk73oREJxgHcC,captured
L00375,2026-07-26,7604.89,"RAU, NARAYANAN AND MANN",CARD,pay_OIqP0Al2kpYnND,captured
L00409,2026-07-26,1621.29,KADAKIA-GANGULY,NETBANKING,pay_LZ73b2XpRz1u8i,captured
L00412,2026-07-26,2019.68,KHANNA LTD,UPI,pay_kaUg686W8Oh6O5,captured
L00423,2026-07-26,15290.34,LOKE LTD,IMPS,pay_3WZ1keFVcU0U7V,captured
L00424,2026-07-26,1760.28,JAIN AND SONS,IMPS,pay_V75fow9nNc57ee,captured
L00446,2026-07-26,2408.6,DIN-MEMON,UPI,pay_PA8ccwZzpknDBZ,captured
L00047,2026-07-27,1264.18,"SANI, DEEP AND DEO",CARD,pay_bM9ihJtn5VUBUw,captured
L00077,2026-07-27,2638.17,LAL-DESAI,UPI,pay_iwakfdf5yIZb1a,captured
L00082,2026-07-27,532.99,RATTAN AND SONS,NEFT,pay_lvpbVKLKRZ3Zz9,captured
L00086,2026-07-27,5667.03,"LATA, DESHPANDE AND RAO",IMPS,pay_yDdX9Q5PKHHcmY,captured
L00135,2026-07-27,3163.25,PRASHAD-CHOWDHURY,NEFT,pay_18TDJlToIvvFdO,captured
L00171,2026-07-27,13656.24,RAMANATHAN-LOKE,UPI,pay_Kv5LaeXEmVgi3T,captured
L00384,2026-07-27,44622.19,"PUROHIT, SHARMA AND RAVEL",NETBANKING,pay_8AKjzABH2sE4Dr,captured
L00425,2026-07-27,3145.09,OOMMEN INC,NEFT,pay_GUqV9bGZzMpeyi,captured
L00437,2026-07-27,31969.67,"VALA, MANE AND WALLA",CARD,pay_PqSCHhcQxClbny,captured
L00081,2026-07-28,24387.21,KONDA LLC,WALLET,pay_iOXB2OEKYIqMuE,captured
L00114,2026-07-28,9354.64,PATEL-SARMA,UPI,pay_9nEyg2CSGRJdg0,captured
L00232,2026-07-28,25224.9,"DAYAL, SUNDARAM AND SANKARAN",NETBANKING,pay_9vS953uUpzOLe5,captured
L00260,2026-07-28,2882.21,CHAD-DESHPANDE,UPI,pay_eWE9HJtv3FwcXz,captured
L00359,2026-07-28,683.78,RAI PLC,CARD,pay_sTnw0CZUlbCaYE,captured
L00367,2026-07-28,13552.96,THAKER-GOLA,WALLET,pay_HLvZU2NaNhVHjm,captured
L00011,2026-07-29,2434.05,NARAYAN PLC,NETBANKING,pay_LWEgJ1Fgky8gfd,captured
L00020,2026-07-29,22376.8,BHAGAT-BANIK,UPI,pay_epdjcbrCiuGjcG,captured
L00154,2026-07-29,1828.56,MORAR-MANNAN,IMPS,pay_aI5v7EZmIaAR6J,captured
L00226,2026-07-29,21131.38,SETH-CHEEMA,IMPS,pay_YMMfJZTSELvdwq,captured
L00227,2026-07-29,47304.44,BEDI-DARA,UPI,pay_vKadFmXPp7dAES,captured
L00243,2026-07-29,2925.49,"KHARE, GROVER AND DASS",CARD,pay_Rq3Wu23jwD7fsg,captured
L00287,2026-07-29,2591.19,PAL PLC,WALLET,pay_zMfU4rLybVUGXX,captured
L00322,2026-07-29,2195.81,SETHI-MENON,NEFT,pay_fbGpRKs7RzFmdh,captured
L00028,2026-07-30,2344.95,MALHOTRA PLC,IMPS,pay_0dJfi1LWjAteXb,captured
L00177,2026-07-30,4255.25,CHAUDHARY-RAMASWAMY,UPI,pay_lMOTFEdWaCdBu1,captured
L00178,2026-07-30,17357.02,"BHASIN, PATLA AND PRASHAD",NETBANKING,pay_NwEoxQZ5vqyMsq,captured
L00331,2026-07-30,1995.21,SANGHA GROUP,NETBANKING,pay_UEGyuN0cJ3dLvf,captured
L00368,2026-07-30,-13552.96,THAKER-GOLA,WALLET,pay_HLvZU2NaNhVHjm-RFD,refunded
L00433,2026-07-30,5657.05,"MASTER, BABU AND MITAL",NEFT,pay_zL3d5ZYdlBNWVC,captured
L00006,2026-07-31,3181.89,"DASS, OZA AND CHAUHAN",NETBANKING,pay_9SJtPBCISKs5dT,captured
L00023,2026-07-31,32802.32,BANDI LLC,UPI,pay_mhwu2w9hF9hUuG,captured
L00050,2026-07-31,12514.43,HEGDE-MANI,NETBANKING,pay_LIV5G9KRVIe1Ok,captured
L00052,2026-07-31,2375.34,"LALLA, KAPUR AND TANEJA",IMPS,pay_wf1v5wgpSiipmA,captured
L00196,2026-07-31,10016.79,"MANNAN, RANDHAWA AND BASAK",CARD,pay_X44k7AGdqvuRC5,captured
L00217,2026-07-31,10097.39,"YOGI, SAGAR AND BANSAL",NETBANKING,pay_jghRaBRDx821CE,captured
L00233,2026-07-31,3059.24,MADAN PLC,NETBANKING,pay_2rA12bwgVliibg,captured
L00249,2026-07-31,8868.99,SHA-BADAMI,CARD,pay_PNwuFDMf2zx2gj,captured
L00300,2026-07-31,5731.8,RANDHAWA-DUBEY,NETBANKING,pay_QsEyZIgq9wQrKO,captured
L00357,2026-07-31,3847.01,SALVI-NATT,NEFT,pay_s1YsXxggJ7ueIl,captured
L00369,2026-07-31,1706.98,RAVI-SANKARAN,UPI,pay_GN6Skdysx8YtVm,captured
L00377,2026-07-31,3465.56,CHAR GROUP,CARD,pay_cph6j0TjTw9mtF,captured
L00387,2026-07-31,3994.33,"NAZARETH, AURORA AND BHATNAGAR",CARD,pay_cwJHze2tMTrUSb,captured
L00005,2026-08-01,12097.49,PURI-BASSI,IMPS,pay_ihGYvR3hzGBqHd,captured
L00156,2026-08-01,8190.15,DESHMUKH LLC,IMPS,pay_xVUag3DtEPzOvy,captured
L00175,2026-08-01,306.25,"THAKKAR, SAHOTA AND MITTER",WALLET,pay_h1vtYbNEWPFiVH,captured
L00272,2026-08-01,671.97,CHERIAN-EDWIN,NETBANKING,pay_oQpiql8zm0YbwT,captured
L00294,2026-08-01,1233.02,LALLA AND SONS,NETBANKING,pay_VcInfzosx7iUj6,captured
L00419,2026-08-01,2187.07,BORRA GROUP,IMPS,pay_dkntE3nVGtDSIy,captured
L00024,2026-08-02,1181.39,"KAUR, PRABHU AND DEO",WALLET,pay_Nooa6ZIYNWDV10,captured
L00167,2026-08-02,19262.24,CHOPRA AND SONS,IMPS,pay_cuDXOmpt0DqXtB,captured
L00193,2026-08-02,761.34,MANI-DEOL,WALLET,pay_Nlk4ZrXZJ5Lv3N,captured
L00379,2026-08-02,7884.63,NAYAR GROUP,NETBANKING,pay_Icq5lCl9fWsBzV,captured
L00072,2026-08-03,746.96,AHLUWALIA-DUGAR,UPI,pay_qNskICX6BCuVKR,captured
L00116,2026-08-03,4879.8,"SUR, NAZARETH AND KHALSA",CARD,pay_lGJzOeXLkQBfQg,captured
L00121,2026-08-03,8246.18,KALE-BALAY,NETBANKING,pay_DFM8a08gGZgzc5,captured
L00289,2026-08-03,4266.62,SRIDHAR-ZACHARIAH,NETBANKING,pay_e0OCHTGCJ4409I,captured
L00308,2026-08-03,16930.95,SAHA-SAMA,NETBANKING,pay_fw3zJOjilFlQEV,captured
L00310,2026-08-03,5391.58,"BIR, RAVAL AND ROY",UPI,pay_r9gsAb6eAQFbWx,captured
L00320,2026-08-03,8373.52,WALI-THAMAN,CARD,pay_mf1S1we60clztM,captured
L00434,2026-08-03,1254.98,BHAVSAR AND SONS,NETBANKING,pay_G0t4fJItyEp4ck,captured
L00064,2026-08-04,2845.55,"PRABHAKAR, LOYAL AND CHACKO",IMPS,pay_dGLmhdx74465TP,captured
L00067,2026-08-04,7193.14,"PRABHAKAR, LOYAL AND CHACKO",CARD,pay_8jRp4yeF4o5Uui,captured
L00085,2026-08-04,7689.56,BATH INC,NETBANKING,pay_7zBpkqrrEcd3Cw,captured
L00174,2026-08-04,4147.38,"KHALSA, SANKARAN AND CHERIAN",NETBANKING,pay_ywz6yMPPis6VZt,captured
L00187,2026-08-04,5486.72,DATTA-LOYAL,CARD,pay_Qqp6esoAnUVth4,captured
L00207,2026-08-04,2083.12,HARI-SHARMA,NETBANKING,pay_D2qvOybQI9EFqm,captured
L00212,2026-08-04,2394.9,"SHENOY, VIG AND KUMER",NETBANKING,pay_ypExNG4oNFtZSR,captured
L00252,2026-08-04,249.0,PATHAK-THAMAN,IMPS,pay_1GqjC9vtfZMS0u,captured
L00257,2026-08-04,6506.17,DASS AND SONS,IMPS,pay_ELVSaWTLPjB4yd,captured
L00261,2026-08-04,27087.13,"VISWANATHAN, VARTY AND CHANA",NEFT,pay_ELS51qOfM3Eyk9,captured
L00034,2026-08-05,368.07,"SURI, ACHARYA AND MANI",UPI,pay_0I3fwrlqHeNdSw,captured
L00036,2026-08-05,1306.92,"SURI, ACHARYA AND MANI",UPI,pay_7G3OJVKxi2ZPBx,captured
L00037,2026-08-05,3198.31,"SURI, ACHARYA AND MANI",NETBANKING,pay_DMgSvuTtZz7ZDw,captured
L00065,2026-08-05,2341.79,"PRABHAKAR, LOYAL AND CHACKO",WALLET,pay_L7oynilhTTyFgV,captured
L00066,2026-08-05,13510.07,"PRABHAKAR, LOYAL AND CHACKO",IMPS,pay_AtaRJa1NO6qTP2,captured
L00136,2026-08-05,-3163.25,PRASHAD-CHOWDHURY,NEFT,pay_18TDJlToIvvFdO-RFD,refunded
L00168,2026-08-05,-19262.24,CHOPRA AND SONS,IMPS,pay_cuDXOmpt0DqXtB-RFD,refunded
L00213,2026-08-05,14208.64,"SHENOY, VIG AND KUMER",NEFT,pay_nRZ0Cm2YUxeOEj,captured
L00293,2026-08-05,3182.4,BUCH-SINGH,CARD,pay_9hel5SbsB04EeC,captured
L00329,2026-08-05,11585.6,CHADHA-BAHRI,NEFT,pay_9hbxUANh3zcvpj,captured
L00035,2026-08-06,12096.47,"SURI, ACHARYA AND MANI",NEFT,pay_O9wWBmbcuXy16O,captured
L00100,2026-08-06,21210.07,AMBLE-KAUL,NETBANKING,pay_usT6h2hW2XSixe,captured
L00158,2026-08-06,20479.13,NAIK-DORA,WALLET,pay_0OBrDF3HHJh5F9,captured
L00176,2026-08-06,1882.37,IYENGAR LLC,WALLET,pay_4MesHvIPCqDvdX,captured
L00225,2026-08-06,10787.61,DUBE AND SONS,NEFT,pay_YaETMjMufrMgEG,captured
L00242,2026-08-06,1466.19,RAMESH LTD,WALLET,pay_QC2k4s0jfB3A2j,captured
L00360,2026-08-06,3885.05,"MANE, GANESAN AND THAKKAR",NETBANKING,pay_JSP5AxLRKBpjoK,captured
L00395,2026-08-06,1986.65,"PURI, GILL AND CHANDER",NEFT,pay_mnEBpiEOtLL4rY,captured
L00399,2026-08-06,5055.05,"MORE, PANCHAL AND WALI",NETBANKING,pay_eFSKWQDbLn4X34,captured
L00408,2026-08-06,6703.95,"NIGAM, MUTTI AND BALAKRISHNAN",UPI,pay_baIos5lvezdu5s,captured
L00046,2026-08-07,5848.13,MITTER-HANDA,NEFT,pay_flZngYp4H1PTmO,captured
L00061,2026-08-07,4372.89,LOYAL PLC,UPI,pay_YEOb7pFIwtsm4X,captured
L00088,2026-08-07,9170.8,DEO INC,NEFT,pay_igPXrouWUlmq0P,captured
L00108,2026-08-07,11978.73,BADAMI-MITAL,WALLET,pay_xbbp5ye4pyZYCC,captured
L00132,2026-08-07,10694.48,CHOWDHURY-RAMACHANDRAN,IMPS,pay_yC0L9oaiaBVsJV,captured
L00143,2026-08-07,8741.93,"CHAWLA, SONI AND WALI",NETBANKING,pay_PuYwvDyfz2XMGx,captured
L00169,2026-08-07,3349.89,RAO-TRIPATHI,CARD,pay_tKJCuLadhRNZqB,captured
L00229,2026-08-07,2558.18,"RAU, BORDE AND RAVAL",IMPS,pay_JFGH6EucNm3QP4,captured
L00230,2026-08-07,2558.18,"RAU, BORDE AND RAVAL",IMPS,pay_JFGH6EucNm3QP4,captured
L00244,2026-08-07,5213.88,DEEP-SAWHNEY,UPI,pay_jESEhH2mMeErzu,captured
L00285,2026-08-07,942.76,KOTHARI-SHROFF,UPI,pay_fLJQBePpHoblCG,captured
L00361,2026-08-07,3885.05,"MANE, GANESAN AND THAKKAR",NETBANKING,pay_JSP5AxLRKBpjoK,captured
L00380,2026-08-07,14416.35,CHHABRA-JOHAL,CARD,pay_jpdbyO4yMkhxg4,captured
L00418,2026-08-07,1643.19,BEN-JAIN,NETBANKING,pay_vd9JNCCqWOArxv,captured
L00007,2026-08-08,5118.66,VAIDYA-BADAMI,WALLET,pay_O4Zoy2gxg27I3f,captured
L00048,2026-08-08,11691.51,"DUGAR, SETHI AND BASSI",WALLET,pay_V0NtPq7rcLZYwW,captured
L00113,2026-08-08,4238.85,SARMA-SHAN,WALLET,pay_FKcyDn6Vt2Yohh,captured
L00122,2026-08-08,46051.09,"SANKAR, KOTA AND NARASIMHAN",NEFT,pay_mi3ZCsRpdhkQWg,captured
L00327,2026-08-08,16512.81,"DEO, TATA AND DAS",NEFT,pay_sCKe6ZvrWGNQPB,captured
L00362,2026-08-08,10504.99,"RAMAKRISHNAN, SAHA AND PURI",NETBANKING,pay_JXDOzuAYpH48xR,captured
L00373,2026-08-08,42645.72,KALITA GROUP,NETBANKING,pay_Mb52CdmxUpiDdE,captured
L00374,2026-08-08,42645.72,KALITA GROUP,NETBANKING,pay_Mb52CdmxUpiDdE,captured
L00397,2026-08-08,740.15,"SASTRY, KHURANA AND CHOPRA",IMPS,pay_O7xuEruQ1YOEzF,captured
L00218,2026-08-09,10012.2,BHALLA-LOKE,CARD,pay_UXpnTBqtBvae9K,captured
L00274,2026-08-09,1165.35,ANNE-KADAKIA,IMPS,pay_tSaVOHzZazPRbi,captured
L00290,2026-08-09,1219.74,"LAD, BARAD AND GOYAL",IMPS,pay_dOfGHtSlEz5rWt,captured
L00295,2026-08-09,16066.81,KASHYAP-PANDIT,WALLET,pay_iNHxnyHFvjyT4s,captured
L00391,2026-08-09,13103.8,SHENOY-DUGAR,NETBANKING,pay_n44nQw33hi3taN,captured
L00393,2026-08-09,25385.71,"NAGAR, KIBE AND CHAUDRY",NEFT,pay_PRzYD3L9Ly1YDe,captured
L00422,2026-08-09,5772.37,KEER GROUP,NEFT,pay_86WYUPVvSFO7zv,captured
L00003,2026-08-10,2295.87,KARNIK-BORA,NEFT,pay_VdI7y67wadoWOM,captured
L00075,2026-08-10,1199.16,"GROVER, BOASE AND BAINS",NETBANKING,pay_J9W67jC4FNSy4d,captured
L00078,2026-08-10,10991.11,GREWAL PLC,UPI,pay_XutUrYuxbDoxsK,captured
L00083,2026-08-10,14124.22,BATRA-BALASUBRAMANIAN,CARD,pay_uLurDXo8XhPqYj,captured
L00094,2026-08-10,1325.35,ZACHARIA-BADAL,WALLET,pay_iiFZ1OkaKZk95j,captured
L00220,2026-08-10,23934.57,SARAF-SAXENA,NETBANKING,pay_lfiQvVWprY4mBW,captured
L00234,2026-08-10,5916.7,"RAMAKRISHNAN, ISSAC AND DUTTA",NEFT,pay_pw3rFvvH98TpKY,captured
L00255,2026-08-10,1662.87,"BANERJEE, CONTRACTOR AND CHAHAL",NETBANKING,pay_EzJfLZuhtOXIvd,captured
L00407,2026-08-10,2987.57,VENKATARAMAN AND SONS,IMPS,pay_dAH8qz3JElo4jJ,captured
L00008,2026-08-11,12768.0,BALAKRISHNAN-NARAIN,WALLET,pay_BhMmv8DrwirZZx,captured
L00039,2026-08-11,3458.67,LAD GROUP,IMPS,pay_SKggzYaYA8V4Xx,captured
L00055,2026-08-11,4639.29,"TANEJA, CHOUDHRY AND RAMESH",IMPS,pay_WrZGkDXTPbfpU8,captured
L00179,2026-08-11,11976.52,SHUKLA-TALWAR,NEFT,pay_s2pG6kYs60Btfx,captured
L00180,2026-08-11,3229.86,"PARMER, BATTA AND RAVI",NETBANKING,pay_By0EzpCi7ZU8Ar,captured
L00216,2026-08-11,940.58,SIBAL-TARA,NETBANKING,pay_ePCbfgmiHLoYPA,captured
L00231,2026-08-11,2334.69,SATHE LLC,NEFT,pay_jvwCkjJuidqd39,captured
L00365,2026-08-11,9065.41,PARMAR-TRIVEDI,UPI,pay_Gq3Uz4GOIEQbit,captured
L00398,2026-08-11,5852.71,SAMRA GROUP,CARD,pay_1T9OdVU33E8OzG,captured
L00405,2026-08-11,9923.99,KATA INC,IMPS,pay_ApXQrApVs1KxYO,captured
L00413,2026-08-11,7946.33,"SASTRY, GHOSE AND RANGANATHAN",IMPS,pay_gly435ycTaw7p1,captured
L00443,2026-08-11,28035.93,"NAYAR, KRISHNA AND CHANDA",NEFT,pay_SRg0Xlb8iy4gao,captured
L00215,2026-08-12,3979.13,SIBAL-TARA,NEFT,pay_TfX9GO92Qji5PO,captured
L00350,2026-08-12,12124.32,BATTA-PATIL,NETBANKING,pay_AIl41ESKWdHhw4,captured
L00115,2026-08-13,59156.76,SRINIVASAN-CHADHA,WALLET,pay_roQes9dWGMf0OG,captured
L00130,2026-08-13,3890.01,"SRINIVASAN, SAWHNEY AND MALLICK",NETBANKING,pay_nap3w14D6adEz8,captured
L00181,2026-08-13,3736.68,SHARAF GROUP,IMPS,pay_DN51dpkApWOSMY,captured
L00201,2026-08-13,2046.69,ANAND-BALA,IMPS,pay_tDRS81YKupSVcr,captured
L00214,2026-08-13,4131.67,CHHABRA INC,UPI,pay_X5AVRfe3YBFQvl,captured
L00328,2026-08-13,8725.64,JOSHI-SIDHU,UPI,pay_wGV0EILdXDqPXu,captured
L00372,2026-08-13,2490.33,SHARMA-VENKATESH,UPI,pay_mbCyV1OgYvo2qP,captured
L00382,2026-08-13,2139.74,KALA LTD,IMPS,pay_Vmef0MuNUclsSG,captured
L00383,2026-08-13,2139.74,KALA LTD,IMPS,pay_Vmef0MuNUclsSG,captured
L00441,2026-08-13,2473.84,JOHAL-BHAKTA,WALLET,pay_eAaT2wyjdcdIlR,captured
L00038,2026-08-14,10706.72,SHANKER PLC,UPI,pay_oEoHQVvBtEMZaV,captured
L00056,2026-08-14,-4639.29,"TANEJA, CHOUDHRY AND RAMESH",IMPS,pay_WrZGkDXTPbfpU8-RFD,refunded
L00063,2026-08-14,3437.4,"UPPAL, SACHDEVA AND MADAN",UPI,pay_VmnqJlIrNSljEf,captured
L00093,2026-08-14,663.67,GREWAL AND SONS,NETBANKING,pay_KeD94IMVH11DNK,captured
L00194,2026-08-14,624.03,AGRAWAL-SARAF,NETBANKING,pay_lNzugOCQp3vrxY,captured
L00195,2026-08-14,624.03,AGRAWAL-SARAF,NETBANKING,pay_lNzugOCQp3vrxY,captured
L00209,2026-08-14,9947.21,"RAMACHANDRAN, TANK AND ACHARYA",WALLET,pay_zTn8uBCJcyiNml,captured
L00343,2026-08-14,10513.61,BIR PLC,NEFT,pay_To44LrurHOnC9Y,captured
L00345,2026-08-14,4786.71,BIR PLC,IMPS,pay_bm4i9aL7X7dEEg,captured
L00346,2026-08-14,13403.82,BIR PLC,IMPS,pay_AycW0dKe0kFCut,captured
L00440,2026-08-14,10033.64,"MAJUMDAR, NAGAR AND MAND",CARD,pay_d9SB1co8gqH7X7,captured
L00125,2026-08-15,19165.68,"VOHRA, MALHOTRA AND VERMA",NEFT,pay_mmOqKovHaVfrmR,captured
L00191,2026-08-15,1572.26,VAIDYA PLC,UPI,pay_09EyE3AHv3WEXJ,captured
L00192,2026-08-15,4291.27,"SWAMINATHAN, SHAH AND PARSA",UPI,pay_GJ0LpK4sh1lqvf,captured
L00208,2026-08-15,5696.22,DAS-MAMMEN,WALLET,pay_HLZ6Mk0D1yIPMm,captured
L00228,2026-08-15,4206.24,"BATH, SEKHON AND MUKHOPADHYAY",NEFT,pay_1XNheggE6k1ORg,captured
L00245,2026-08-15,4748.64,SUBRAMANIAN-SHANKER,NETBANKING,pay_n2Q0M76Mey1tyx,captured
L00253,2026-08-15,7144.99,REDDY-SACHAR,NEFT,pay_hGdA8pl6ONTn1X,captured
L00286,2026-08-15,12198.97,TATA PLC,NEFT,pay_RKgj4XpkXZkaVH,captured
L00306,2026-08-15,1982.6,SAMI LLC,UPI,pay_WkPtPC3gxcN7p1,captured
L00317,2026-08-15,8941.41,RAMESH LLC,NEFT,pay_x13QPZzGw9rCCn,captured
L00344,2026-08-15,5803.35,BIR PLC,CARD,pay_RbbdobPGgCGhw9,captured
L00414,2026-08-15,10482.58,PAI-MAHAJAN,WALLET,pay_vvdhjHCnuE4w4F,captured
L00126,2026-08-16,19165.68,"VOHRA, MALHOTRA AND VERMA",NEFT,pay_mmOqKovHaVfrmR,captured
L00190,2026-08-16,3258.26,VAIDYA PLC,IMPS,pay_sQHTRTqpVbLeaU,captured
